200,0000000000	2626,4963967578
201,0002942042	2655,2029606352
202,0005884084	2675,2757347435
203,0008826125	2703,9848006551
204,0011768167	2712,3359390981
205,0014710209	2760,1277428361
206,0017652251	2808,1721859643
207,0020594292	2840,5935639591
208,0023536334	2883,0902680189
209,0026478376	2931,7497836539
210,0029420418	2954,9482285537
211,0032362460	2970,7834393407
212,0035304501	2989,2207748698
213,0038246543	3004,9958755940
214,0041188585	3026,8028026701
215,0044130627	3048,6085389532
216,0047072668	3063,6305607996
217,0050014710	3070,2329249686
218,0052956752	3071,7002671764
219,0055898794	3127,6573008776
220,0058840836	3172,9755015226
221,0061782877	3188,8662598054
222,0064724919	3179,4605905977
223,0067666961	3186,6605424910
224,0070609003	3132,4082983673
225,0073551044	3144,3283693922
226,0076493086	3212,4309979978
227,0079435128	3197,5122708718
228,0082377170	3206,9348929950
229,0085319212	3184,1467999447
230,0088261253	3168,0814586500
231,0091203295	3177,4858819561
232,0094145337	3167,7839589534
233,0097087379	3185,2170662159
234,0100029420	3144,5397778973
235,0102971462	3100,4402347510
236,0105913504	3121,9772621642
237,0108855546	3069,8779299847
238,0111797588	3057,2931358833
239,0114739629	3066,1238526571
240,0117681671	3061,9266227755
241,0120623713	3002,9508051148
242,0123565755	2938,3427909949
243,0126507796	2923,4703098008
244,0129449838	2924,2749245131
245,0132391880	2913,3841495895
246,0135333922	2902,8219833550
247,0138275964	2884,2502402522
248,0141218005	2864,8933122394
249,0144160047	2840,6181932340
250,0147102089	2819,2276433381
251,0150044131	2821,2961596133
252,0152986172	2831,7847044567
253,0155928214	2839,4419189140
254,0158870256	2842,6279726698
255,0161812298	2838,6425978609
256,0164754340	2846,9150033243
257,0167696381	2887,2947675478
258,0170638423	2912,0639181351
259,0173580465	2920,3618095805
260,0176522507	2942,5744872984
261,0179464548	2985,7912930449
262,0182406590	3057,5509145323
263,0185348632	3144,1029299922
264,0188290674	3196,9341159230
265,0191232716	3268,7901507200
266,0194174757	3387,2199111936
267,0197116799	3507,4007107609
268,0200058841	3657,1839759417
269,0203000883	3831,7583510236
270,0205942924	3995,7643529512
271,0208884966	4151,7751496043
272,0211827008	4333,2195775156
273,0214769050	4538,3889020936
274,0217711091	4711,0246153339
275,0220653133	4842,3203727717
276,0223595175	4933,7002461077
277,0226537217	4961,0469024909
278,0229479259	4909,2207942876
279,0232421300	4840,3057133805
280,0235363342	4737,1797127181
281,0238305384	4572,7038023370
282,0241247426	4422,9137160866
283,0244189467	4234,3543151195
284,0247131509	4003,2522934097
285,0250073551	3780,4880286329
286,0253015593	3638,2945468788
287,0255957635	3460,3762931741
288,0258899676	3289,9452900636
289,0261841718	3146,3406399173
290,0264783760	3030,5665351733
291,0267725802	2925,1525186064
292,0270667843	2843,9890298221
293,0273609885	2751,2154914012
294,0276551927	2682,9949764572
295,0279493969	2642,3357431983
296,0282436011	2568,8808419687
297,0285378052	2561,7644654743
298,0288320094	2540,0248838052
299,0291262136	2505,8242677583
300,0294204178	2479,6981514000
301,0297146219	2477,3512027068
302,0300088261	2468,3799651980
303,0303030303	2445,2878136544
304,0305972345	2416,3368409824
